# DDL
CREATE DATABASE air
pm,city=Beijing humidity=86.0,pressure=1028.0,temperature=4.0,wind_direction="NW",wind_speed=1.79,precipitation=0.0,cumulative_precipitation=0.0,pm=67.0 357856
pm,city=Beijing humidity=86.0,pressure=1028.0,temperature=4.0,wind_direction="NW",wind_speed=3.58,precipitation=0.0,cumulative_precipitation=0.0,pm=76.0 357857
pm,city=Beijing humidity=86.0,pressure=1028.0,temperature=3.0,wind_direction="NW",wind_speed=5.37,precipitation=0.0,cumulative_precipitation=0.0,pm=79.0 357858
pm,city=Beijing humidity=93.0,pressure=1028.0,temperature=3.0,wind_direction="cv",wind_speed=0.45,precipitation=0.0,cumulative_precipitation=0.0,pm=72.0 357859
pm,city=Beijing humidity=80.0,pressure=1028.0,temperature=3.0,wind_direction="NW",wind_speed=1.79,precipitation=0.0,cumulative_precipitation=0.0,pm=88.0 357860
pm,city=Beijing humidity=86.0,pressure=1028.0,temperature=3.0,wind_direction="NW",wind_speed=3.58,precipitation=0.0,cumulative_precipitation=0.0,pm=72.0 357861
pm,city=Beijing humidity=86.0,pressure=1028.0,temperature=2.0,wind_direction="cv",wind_speed=0.89,precipitation=0.0,cumulative_precipitation=0.0,pm=76.0 357862
pm,city=Beijing humidity=80.0,pressure=1028.0,temperature=3.0,wind_direction="NW",wind_speed=1.79,precipitation=0.0,cumulative_precipitation=0.0,pm=93.0 357863
pm,city=Beijing humidity=75.0,pressure=1029.0,temperature=6.0,wind_direction="NW",wind_speed=2.68,precipitation=0.0,cumulative_precipitation=0.0,pm=66.0 357864
pm,city=Beijing humidity=61.0,pressure=1029.0,temperature=9.0,wind_direction="NW",wind_speed=4.47,precipitation=0.0,cumulative_precipitation=0.0,pm=49.0 357865
pm,city=Beijing humidity=40.0,pressure=1029.0,temperature=13.0,wind_direction="NW",wind_speed=7.6,precipitation=0.0,cumulative_precipitation=0.0,pm=60.0 357866
pm,city=Beijing humidity=33.0,pressure=1029.0,temperature=16.0,wind_direction="NW",wind_speed=11.62,precipitation=0.0,cumulative_precipitation=0.0,pm=40.0 357867
pm,city=Beijing humidity=25.0,pressure=1028.0,temperature=18.0,wind_direction="NW",wind_speed=16.54,precipitation=0.0,cumulative_precipitation=0.0,pm=34.0 357868
pm,city=Beijing humidity=23.0,pressure=1026.0,temperature=18.0,wind_direction="NW",wind_speed=21.46,precipitation=0.0,cumulative_precipitation=0.0,pm=21.0 357869
pm,city=Beijing humidity=22.0,pressure=1026.0,temperature=19.0,wind_direction="NW",wind_speed=24.59,precipitation=0.0,cumulative_precipitation=0.0,pm=19.0 357870
pm,city=Beijing humidity=20.0,pressure=1026.0,temperature=19.0,wind_direction="NW",wind_speed=29.51,precipitation=0.0,cumulative_precipitation=0.0,pm=20.0 357871
pm,city=Beijing humidity=22.0,pressure=1025.0,temperature=19.0,wind_direction="NW",wind_speed=32.64,precipitation=0.0,cumulative_precipitation=0.0,pm=24.0 357872
pm,city=Beijing humidity=27.0,pressure=1025.0,temperature=17.0,wind_direction="SE",wind_speed=3.13,precipitation=0.0,cumulative_precipitation=0.0,pm=31.0 357873
pm,city=Beijing humidity=26.0,pressure=1026.0,temperature=16.0,wind_direction="SE",wind_speed=7.15,precipitation=0.0,cumulative_precipitation=0.0,pm=31.0 357874
pm,city=Beijing humidity=30.0,pressure=1026.0,temperature=15.0,wind_direction="SE",wind_speed=11.17,precipitation=0.0,cumulative_precipitation=0.0,pm=42.0 357875
pm,city=Beijing humidity=30.0,pressure=1026.0,temperature=15.0,wind_direction="SE",wind_speed=15.19,precipitation=0.0,cumulative_precipitation=0.0,pm=49.0 357876
pm,city=Beijing humidity=33.0,pressure=1027.0,temperature=14.0,wind_direction="SE",wind_speed=19.21,precipitation=0.0,cumulative_precipitation=0.0,pm=44.0 357877
pm,city=Beijing humidity=61.0,pressure=1027.0,temperature=8.0,wind_direction="NW",wind_speed=0.89,precipitation=0.0,cumulative_precipitation=0.0,pm=51.0 357878
pm,city=Beijing humidity=70.0,pressure=1027.0,temperature=6.0,wind_direction="NW",wind_speed=2.68,precipitation=0.0,cumulative_precipitation=0.0,pm=52.0 357879
pm,city=Beijing humidity=75.0,pressure=1027.0,temperature=6.0,wind_direction="NW",wind_speed=4.47,precipitation=0.0,cumulative_precipitation=0.0,pm=69.0 357880
pm,city=Beijing humidity=86.0,pressure=1028.0,temperature=4.0,wind_direction="NW",wind_speed=7.6,precipitation=0.0,cumulative_precipitation=0.0,pm=75.0 357881
pm,city=Beijing humidity=80.0,pressure=1027.0,temperature=4.0,wind_direction="NW",wind_speed=10.73,precipitation=0.0,cumulative_precipitation=0.0,pm=69.0 357882
pm,city=Beijing humidity=75.0,pressure=1027.0,temperature=5.0,wind_direction="NW",wind_speed=12.52,precipitation=0.0,cumulative_precipitation=0.0,pm=57.0 357883
pm,city=Beijing humidity=75.0,pressure=1027.0,temperature=4.0,wind_direction="NW",wind_speed=14.31,precipitation=0.0,cumulative_precipitation=0.0,pm=47.0 357884
pm,city=Beijing humidity=80.0,pressure=1027.0,temperature=3.0,wind_direction="NW",wind_speed=17.44,precipitation=0.0,cumulative_precipitation=0.0,pm=51.0 357885
pm,city=Beijing humidity=80.0,pressure=1028.0,temperature=3.0,wind_direction="NW",wind_speed=20.57,precipitation=0.0,cumulative_precipitation=0.0,pm=48.0 357886
pm,city=Beijing humidity=86.0,pressure=1028.0,temperature=2.0,wind_direction="NW",wind_speed=24.59,precipitation=0.0,cumulative_precipitation=0.0,pm=45.0 357887
pm,city=Beijing humidity=70.0,pressure=1029.0,temperature=7.0,wind_direction="NW",wind_speed=27.72,precipitation=0.0,cumulative_precipitation=0.0,pm=38.0 357888
pm,city=Beijing humidity=50.0,pressure=1029.0,temperature=11.0,wind_direction="NE",wind_speed=3.13,precipitation=0.0,cumulative_precipitation=0.0,pm=34.0 357889
pm,city=Beijing humidity=38.0,pressure=1029.0,temperature=14.0,wind_direction="NW",wind_speed=4.02,precipitation=0.0,cumulative_precipitation=0.0,pm=39.0 357890
pm,city=Beijing humidity=29.0,pressure=1028.0,temperature=16.0,wind_direction="NW",wind_speed=7.15,precipitation=0.0,cumulative_precipitation=0.0,pm=38.0 357891
pm,city=Beijing humidity=25.0,pressure=1027.0,temperature=18.0,wind_direction="NW",wind_speed=8.94,precipitation=0.0,cumulative_precipitation=0.0,pm=23.0 357892
pm,city=Beijing humidity=23.0,pressure=1026.0,temperature=18.0,wind_direction="NW",wind_speed=10.73,precipitation=0.0,cumulative_precipitation=0.0,pm=12.0 357893
pm,city=Beijing humidity=16.0,pressure=1026.0,temperature=20.0,wind_direction="cv",wind_speed=1.79,precipitation=0.0,cumulative_precipitation=0.0,pm=9.0 357894
pm,city=Beijing humidity=19.0,pressure=1025.0,temperature=20.0,wind_direction="cv",wind_speed=2.68,precipitation=0.0,cumulative_precipitation=0.0,pm=15.0 357895
pm,city=Beijing humidity=24.0,pressure=1025.0,temperature=19.0,wind_direction="cv",wind_speed=3.57,precipitation=0.0,cumulative_precipitation=0.0,pm=24.0 357896
pm,city=Beijing humidity=29.0,pressure=1025.0,temperature=16.0,wind_direction="SE",wind_speed=1.79,precipitation=0.0,cumulative_precipitation=0.0,pm=45.0 357897
pm,city=Beijing humidity=61.0,pressure=1025.0,temperature=10.0,wind_direction="cv",wind_speed=0.89,precipitation=0.0,cumulative_precipitation=0.0,pm=102.0 357898
pm,city=Beijing humidity=26.0,pressure=1026.0,temperature=16.0,wind_direction="SE",wind_speed=4.02,precipitation=0.0,cumulative_precipitation=0.0,pm=101.0 357899
pm,city=Beijing humidity=50.0,pressure=1026.0,temperature=11.0,wind_direction="SE",wind_speed=5.81,precipitation=0.0,cumulative_precipitation=0.0,pm=92.0 357900
pm,city=Beijing humidity=70.0,pressure=1026.0,temperature=7.0,wind_direction="cv",wind_speed=0.89,precipitation=0.0,cumulative_precipitation=0.0,pm=68.0 357901
pm,city=Beijing humidity=75.0,pressure=1026.0,temperature=7.0,wind_direction="cv",wind_speed=1.78,precipitation=0.0,cumulative_precipitation=0.0,pm=64.0 357902
pm,city=Beijing humidity=75.0,pressure=1026.0,temperature=6.0,wind_direction="NW",wind_speed=1.79,precipitation=0.0,cumulative_precipitation=0.0,pm=101.0 357903
pm,city=Beijing humidity=75.0,pressure=1026.0,temperature=6.0,wind_direction="NW",wind_speed=3.58,precipitation=0.0,cumulative_precipitation=0.0,pm=102.0 357904
pm,city=Beijing humidity=80.0,pressure=1026.0,temperature=5.0,wind_direction="NW",wind_speed=5.37,precipitation=0.0,cumulative_precipitation=0.0,pm=129.0 357905
pm,city=Beijing humidity=75.0,pressure=1026.0,temperature=5.0,wind_direction="NW",wind_speed=7.16,precipitation=0.0,cumulative_precipitation=0.0,pm=123.0 357906
pm,city=Beijing humidity=80.0,pressure=1025.0,temperature=3.0,wind_direction="NW",wind_speed=8.95,precipitation=0.0,cumulative_precipitation=0.0,pm=117.0 357907
pm,city=Beijing humidity=75.0,pressure=1025.0,temperature=4.0,wind_direction="NW",wind_speed=10.74,precipitation=0.0,cumulative_precipitation=0.0,pm=76.0 357908
pm,city=Beijing humidity=75.0,pressure=1025.0,temperature=4.0,wind_direction="NW",wind_speed=13.87,precipitation=0.0,cumulative_precipitation=0.0,pm=51.0 357909
pm,city=Beijing humidity=74.0,pressure=1025.0,temperature=3.0,wind_direction="NW",wind_speed=15.66,precipitation=0.0,cumulative_precipitation=0.0,pm=57.0 357910
pm,city=Beijing humidity=74.0,pressure=1025.0,temperature=3.0,wind_direction="NW",wind_speed=18.79,precipitation=0.0,cumulative_precipitation=0.0,pm=47.0 357911
pm,city=Beijing humidity=70.0,pressure=1026.0,temperature=7.0,wind_direction="NW",wind_speed=21.92,precipitation=0.0,cumulative_precipitation=0.0,pm=47.0 357912
pm,city=Beijing humidity=50.0,pressure=1026.0,temperature=11.0,wind_direction="NW",wind_speed=25.05,precipitation=0.0,cumulative_precipitation=0.0,pm=53.0 357913
pm,city=Beijing humidity=38.0,pressure=1026.0,temperature=14.0,wind_direction="NW",wind_speed=28.18,precipitation=0.0,cumulative_precipitation=0.0,pm=64.0 357914
pm,city=Beijing humidity=35.0,pressure=1025.0,temperature=15.0,wind_direction="NW",wind_speed=29.97,precipitation=0.0,cumulative_precipitation=0.0,pm=57.0 357915
pm,city=Beijing humidity=33.0,pressure=1024.0,temperature=16.0,wind_direction="NW",wind_speed=33.1,precipitation=0.0,cumulative_precipitation=0.0,pm=60.0 357916
pm,city=Beijing humidity=27.0,pressure=1024.0,temperature=18.0,wind_direction="NW",wind_speed=36.23,precipitation=0.0,cumulative_precipitation=0.0,pm=42.0 357917
pm,city=Beijing humidity=25.0,pressure=1023.0,temperature=19.0,wind_direction="NW",wind_speed=39.36,precipitation=0.0,cumulative_precipitation=0.0,pm=30.0 357918
pm,city=Beijing humidity=25.0,pressure=1022.0,temperature=19.0,wind_direction="cv",wind_speed=0.89,precipitation=0.0,cumulative_precipitation=0.0,pm=22.0 357919
pm,city=Beijing humidity=20.0,pressure=1022.0,temperature=19.0,wind_direction="NW",wind_speed=4.02,precipitation=0.0,cumulative_precipitation=0.0,pm=24.0 357920
pm,city=Beijing humidity=23.0,pressure=1022.0,temperature=18.0,wind_direction="NW",wind_speed=8.04,precipitation=0.0,cumulative_precipitation=0.0,pm=76.0 357921
pm,city=Beijing humidity=46.0,pressure=1023.0,temperature=11.0,wind_direction="cv",wind_speed=0.89,precipitation=0.0,cumulative_precipitation=0.0,pm=111.0 357922
pm,city=Beijing humidity=57.0,pressure=1023.0,temperature=10.0,wind_direction="cv",wind_speed=1.78,precipitation=0.0,cumulative_precipitation=0.0,pm=98.0 357923
pm,city=Beijing humidity=65.0,pressure=1023.0,temperature=8.0,wind_direction="cv",wind_speed=2.67,precipitation=0.0,cumulative_precipitation=0.0,pm=89.0 357924
pm,city=Beijing humidity=65.0,pressure=1024.0,temperature=8.0,wind_direction="NW",wind_speed=1.79,precipitation=0.0,cumulative_precipitation=0.0,pm=77.0 357925
pm,city=Beijing humidity=75.0,pressure=1024.0,temperature=6.0,wind_direction="NW",wind_speed=4.92,precipitation=0.0,cumulative_precipitation=0.0,pm=92.0 357926
pm,city=Beijing humidity=75.0,pressure=1024.0,temperature=6.0,wind_direction="NW",wind_speed=6.71,precipitation=0.0,cumulative_precipitation=0.0,pm=84.0 357927
pm,city=Beijing humidity=75.0,pressure=1024.0,temperature=5.0,wind_direction="NW",wind_speed=9.84,precipitation=0.0,cumulative_precipitation=0.0,pm=83.0 357928
pm,city=Beijing humidity=80.0,pressure=1025.0,temperature=4.0,wind_direction="NW",wind_speed=12.97,precipitation=0.0,cumulative_precipitation=0.0,pm=71.0 357929
pm,city=Beijing humidity=65.0,pressure=1025.0,temperature=7.0,wind_direction="NW",wind_speed=16.1,precipitation=0.0,cumulative_precipitation=0.0,pm=64.0 357930
pm,city=Beijing humidity=75.0,pressure=1025.0,temperature=4.0,wind_direction="NW",wind_speed=19.23,precipitation=0.0,cumulative_precipitation=0.0,pm=86.0 357931
pm,city=Beijing humidity=75.0,pressure=1025.0,temperature=4.0,wind_direction="NW",wind_speed=22.36,precipitation=0.0,cumulative_precipitation=0.0,pm=61.0 357932
pm,city=Beijing humidity=65.0,pressure=1026.0,temperature=6.0,wind_direction="NW",wind_speed=24.15,precipitation=0.0,cumulative_precipitation=0.0,pm=58.0 357933
pm,city=Beijing humidity=80.0,pressure=1027.0,temperature=2.0,wind_direction="NW",wind_speed=28.17,precipitation=0.0,cumulative_precipitation=0.0,pm=60.0 357934
pm,city=Beijing humidity=65.0,pressure=1028.0,temperature=5.0,wind_direction="NW",wind_speed=32.19,precipitation=0.0,cumulative_precipitation=0.0,pm=41.0 357935
pm,city=Beijing humidity=42.0,pressure=1029.0,temperature=10.0,wind_direction="NE",wind_speed=4.92,precipitation=0.0,cumulative_precipitation=0.0 357936
pm,city=Beijing humidity=34.0,pressure=1030.0,temperature=12.0,wind_direction="NW",wind_speed=7.15,precipitation=0.0,cumulative_precipitation=0.0 357937
pm,city=Beijing humidity=32.0,pressure=1030.0,temperature=12.0,wind_direction="NE",wind_speed=5.81,precipitation=0.0,cumulative_precipitation=0.0 357938
pm,city=Beijing humidity=26.0,pressure=1030.0,temperature=14.0,wind_direction="NE",wind_speed=11.62,precipitation=0.0,cumulative_precipitation=0.0 357939
pm,city=Beijing humidity=22.0,pressure=1029.0,temperature=14.0,wind_direction="NW",wind_speed=7.15,precipitation=0.0,cumulative_precipitation=0.0 357940
pm,city=Beijing humidity=22.0,pressure=1029.0,temperature=15.0,wind_direction="NE",wind_speed=4.92,precipitation=0.0,cumulative_precipitation=0.0 357941
pm,city=Beijing humidity=21.0,pressure=1028.0,temperature=15.0,wind_direction="NW",wind_speed=4.02,precipitation=0.0,cumulative_precipitation=0.0 357942
pm,city=Beijing humidity=19.0,pressure=1028.0,temperature=14.0,wind_direction="NE",wind_speed=5.81,precipitation=0.0,cumulative_precipitation=0.0 357943
pm,city=Beijing humidity=19.0,pressure=1028.0,temperature=13.0,wind_direction="NE",wind_speed=11.62,precipitation=0.0,cumulative_precipitation=0.0 357944
pm,city=Beijing humidity=21.0,pressure=1028.0,temperature=11.0,wind_direction="NE",wind_speed=15.64,precipitation=0.0,cumulative_precipitation=0.0 357945
pm,city=Beijing humidity=26.0,pressure=1029.0,temperature=9.0,wind_direction="NE",wind_speed=17.43,precipitation=0.0,cumulative_precipitation=0.0 357946
pm,city=Beijing humidity=41.0,pressure=1030.0,temperature=6.0,wind_direction="NE",wind_speed=18.32,precipitation=0.0,cumulative_precipitation=0.0 357947
pm,city=Beijing humidity=48.0,pressure=1030.0,temperature=4.0,wind_direction="NW",wind_speed=4.02,precipitation=0.0,cumulative_precipitation=0.0 357948
pm,city=Beijing humidity=30.0,pressure=1031.0,temperature=7.0,wind_direction="NE",wind_speed=4.02,precipitation=0.0,cumulative_precipitation=0.0 357949
pm,city=Beijing humidity=30.0,pressure=1032.0,temperature=7.0,wind_direction="NE",wind_speed=8.04,precipitation=0.0,cumulative_precipitation=0.0 357950
pm,city=Beijing humidity=35.0,pressure=1032.0,temperature=6.0,wind_direction="NE",wind_speed=12.06,precipitation=0.0,cumulative_precipitation=0.0 357951
pm,city=Beijing humidity=35.0,pressure=1032.0,temperature=5.0,wind_direction="NW",wind_speed=1.79,precipitation=0.0,cumulative_precipitation=0.0 357952
pm,city=Beijing humidity=41.0,pressure=1031.0,temperature=4.0,wind_direction="NE",wind_speed=1.79,precipitation=0.0,cumulative_precipitation=0.0 357953
pm,city=Beijing humidity=44.0,pressure=1032.0,temperature=3.0,wind_direction="NW",wind_speed=1.79,precipitation=0.0,cumulative_precipitation=0.0 357954
pm,city=Beijing humidity=59.0,pressure=1031.0,temperature=1.0,wind_direction="NW",wind_speed=4.92,precipitation=0.0,cumulative_precipitation=0.0 357955
pm,city=Beijing humidity=74.0,pressure=1031.0,temperature=-2.0,wind_direction="NW",wind_speed=8.94,precipitation=0.0,cumulative_precipitation=0.0 357956
pm,city=Beijing humidity=68.0,pressure=1031.0,temperature=-1.0,wind_direction="NW",wind_speed=10.73,precipitation=0.0,cumulative_precipitation=0.0 357957
pm,city=Beijing humidity=63.0,pressure=1031.0,temperature=0.0,wind_direction="NE",wind_speed=3.13,precipitation=0.0,cumulative_precipitation=0.0 357958
pm,city=Beijing humidity=68.0,pressure=1031.0,temperature=-1.0,wind_direction="NW",wind_speed=1.79,precipitation=0.0,cumulative_precipitation=0.0 357959
pm,city=Beijing humidity=55.0,pressure=1032.0,temperature=3.0,wind_direction="NW",wind_speed=3.58,precipitation=0.0,cumulative_precipitation=0.0 357960
pm,city=Beijing humidity=36.0,pressure=1032.0,temperature=7.0,wind_direction="NW",wind_speed=6.71,precipitation=0.0,cumulative_precipitation=0.0 357961
pm,city=Beijing humidity=24.0,pressure=1031.0,temperature=9.0,wind_direction="NW",wind_speed=9.84,precipitation=0.0,cumulative_precipitation=0.0 357962
pm,city=Beijing humidity=25.0,pressure=1031.0,temperature=10.0,wind_direction="NW",wind_speed=11.63,precipitation=0.0,cumulative_precipitation=0.0 357963
pm,city=Beijing humidity=23.0,pressure=1029.0,temperature=11.0,wind_direction="cv",wind_speed=1.79,precipitation=0.0,cumulative_precipitation=0.0 357964
pm,city=Beijing humidity=22.0,pressure=1028.0,temperature=12.0,wind_direction="cv",wind_speed=3.58,precipitation=0.0,cumulative_precipitation=0.0 357965
pm,city=Beijing humidity=22.0,pressure=1026.0,temperature=13.0,wind_direction="SE",wind_speed=3.13,precipitation=0.0,cumulative_precipitation=0.0 357966
pm,city=Beijing humidity=24.0,pressure=1025.0,temperature=13.0,wind_direction="SE",wind_speed=7.15,precipitation=0.0,cumulative_precipitation=0.0 357967
pm,city=Beijing humidity=24.0,pressure=1025.0,temperature=13.0,wind_direction="SE",wind_speed=11.17,precipitation=0.0,cumulative_precipitation=0.0 357968
pm,city=Beijing humidity=27.0,pressure=1024.0,temperature=11.0,wind_direction="SE",wind_speed=14.3,precipitation=0.0,cumulative_precipitation=0.0 357969
pm,city=Beijing humidity=29.0,pressure=1024.0,temperature=10.0,wind_direction="SE",wind_speed=17.43,precipitation=0.0,cumulative_precipitation=0.0 357970
pm,city=Beijing humidity=31.0,pressure=1025.0,temperature=10.0,wind_direction="SE",wind_speed=20.56,precipitation=0.0,cumulative_precipitation=0.0 357971
pm,city=Beijing humidity=31.0,pressure=1024.0,temperature=10.0,wind_direction="SE",wind_speed=24.58,precipitation=0.0,cumulative_precipitation=0.0 357972
pm,city=Beijing humidity=31.0,pressure=1025.0,temperature=10.0,wind_direction="SE",wind_speed=26.37,precipitation=0.0,cumulative_precipitation=0.0 357973
pm,city=Beijing humidity=64.0,pressure=1025.0,temperature=4.0,wind_direction="cv",wind_speed=0.89,precipitation=0.0,cumulative_precipitation=0.0 357974
pm,city=Beijing humidity=69.0,pressure=1024.0,temperature=3.0,wind_direction="cv",wind_speed=1.78,precipitation=0.0,cumulative_precipitation=0.0 357975
pm,city=Beijing humidity=86.0,pressure=1024.0,temperature=1.0,wind_direction="cv",wind_speed=2.67,precipitation=0.0,cumulative_precipitation=0.0 357976
pm,city=Beijing humidity=86.0,pressure=1023.0,temperature=0.0,wind_direction="cv",wind_speed=3.56,precipitation=0.0,cumulative_precipitation=0.0 357977
pm,city=Beijing humidity=92.0,pressure=1024.0,temperature=0.0,wind_direction="NE",wind_speed=1.79,precipitation=0.0,cumulative_precipitation=0.0 357978
pm,city=Beijing humidity=92.0,pressure=1023.0,temperature=0.0,wind_direction="cv",wind_speed=0.89,precipitation=0.0,cumulative_precipitation=0.0 357979
pm,city=Beijing humidity=92.0,pressure=1023.0,temperature=0.0,wind_direction="cv",wind_speed=1.78,precipitation=0.0,cumulative_precipitation=0.0 357980
pm,city=Beijing humidity=92.0,pressure=1023.0,temperature=0.0,wind_direction="NW",wind_speed=0.89,precipitation=0.0,cumulative_precipitation=0.0 357981
pm,city=Beijing humidity=92.0,pressure=1023.0,temperature=-2.0,wind_direction="NW",wind_speed=2.68,precipitation=0.0,cumulative_precipitation=0.0 357982
pm,city=Beijing humidity=92.0,pressure=1023.0,temperature=-1.0,wind_direction="cv",wind_speed=0.89,precipitation=0.0,cumulative_precipitation=0.0 357983
pm,city=Beijing humidity=86.0,pressure=1024.0,temperature=2.0,wind_direction="NW",wind_speed=3.13,precipitation=0.0,cumulative_precipitation=0.0 357984
pm,city=Beijing humidity=60.0,pressure=1024.0,temperature=6.0,wind_direction="NW",wind_speed=7.15,precipitation=0.0,cumulative_precipitation=0.0 357985
pm,city=Beijing humidity=49.0,pressure=1023.0,temperature=10.0,wind_direction="cv",wind_speed=0.89,precipitation=0.0,cumulative_precipitation=0.0 357986
pm,city=Beijing humidity=35.0,pressure=1023.0,temperature=13.0,wind_direction="NW",wind_speed=1.79,precipitation=0.0,cumulative_precipitation=0.0 357987
pm,city=Beijing humidity=26.0,pressure=1022.0,temperature=16.0,wind_direction="NW",wind_speed=5.81,precipitation=0.0,cumulative_precipitation=0.0 357988
pm,city=Beijing humidity=23.0,pressure=1021.0,temperature=18.0,wind_direction="NW",wind_speed=8.94,precipitation=0.0,cumulative_precipitation=0.0 357989
pm,city=Beijing humidity=20.0,pressure=1020.0,temperature=19.0,wind_direction="NW",wind_speed=12.07,precipitation=0.0,cumulative_precipitation=0.0,pm=50.0 357990
pm,city=Beijing humidity=22.0,pressure=1020.0,temperature=19.0,wind_direction="cv",wind_speed=3.13,precipitation=0.0,cumulative_precipitation=0.0,pm=42.0 357991
pm,city=Beijing humidity=23.0,pressure=1020.0,temperature=18.0,wind_direction="SE",wind_speed=3.13,precipitation=0.0,cumulative_precipitation=0.0,pm=61.0 357992
pm,city=Beijing humidity=41.0,pressure=1021.0,temperature=14.0,wind_direction="SE",wind_speed=4.92,precipitation=0.0,cumulative_precipitation=0.0,pm=75.0 357993
pm,city=Beijing humidity=50.0,pressure=1021.0,temperature=11.0,wind_direction="cv",wind_speed=0.89,precipitation=0.0,cumulative_precipitation=0.0,pm=109.0 357994
pm,city=Beijing humidity=61.0,pressure=1022.0,temperature=8.0,wind_direction="cv",wind_speed=1.34,precipitation=0.0,cumulative_precipitation=0.0,pm=143.0 357995
pm,city=Beijing humidity=70.0,pressure=1022.0,temperature=7.0,wind_direction="cv",wind_speed=2.23,precipitation=0.0,cumulative_precipitation=0.0,pm=167.0 357996
pm,city=Beijing humidity=75.0,pressure=1022.0,temperature=6.0,wind_direction="cv",wind_speed=3.12,precipitation=0.0,cumulative_precipitation=0.0,pm=183.0 357997
pm,city=Beijing humidity=80.0,pressure=1023.0,temperature=4.0,wind_direction="NW",wind_speed=0.89,precipitation=0.0,cumulative_precipitation=0.0,pm=154.0 357998
pm,city=Beijing humidity=75.0,pressure=1023.0,temperature=5.0,wind_direction="NW",wind_speed=2.68,precipitation=0.0,cumulative_precipitation=0.0,pm=127.0 357999
pm,city=Beijing humidity=75.0,pressure=1022.0,temperature=4.0,wind_direction="NW",wind_speed=4.47,precipitation=0.0,cumulative_precipitation=0.0,pm=94.0 358000
pm,city=Beijing humidity=86.0,pressure=1022.0,temperature=3.0,wind_direction="NW",wind_speed=6.26,precipitation=0.0,cumulative_precipitation=0.0,pm=86.0 358001
pm,city=Beijing humidity=80.0,pressure=1023.0,temperature=3.0,wind_direction="NW",wind_speed=8.05,precipitation=0.0,cumulative_precipitation=0.0,pm=51.0 358002
pm,city=Beijing humidity=74.0,pressure=1022.0,temperature=3.0,wind_direction="NW",wind_speed=11.18,precipitation=0.0,cumulative_precipitation=0.0,pm=95.0 358003
pm,city=Beijing humidity=74.0,pressure=1022.0,temperature=3.0,wind_direction="NW",wind_speed=12.97,precipitation=0.0,cumulative_precipitation=0.0,pm=85.0 358004
pm,city=Beijing humidity=80.0,pressure=1022.0,temperature=2.0,wind_direction="NW",wind_speed=16.1,precipitation=0.0,cumulative_precipitation=0.0,pm=53.0 358005
pm,city=Beijing humidity=69.0,pressure=1022.0,temperature=3.0,wind_direction="NW",wind_speed=17.89,precipitation=0.0,cumulative_precipitation=0.0,pm=56.0 358006
pm,city=Beijing humidity=60.0,pressure=1023.0,temperature=5.0,wind_direction="NW",wind_speed=21.02,precipitation=0.0,cumulative_precipitation=0.0,pm=55.0 358007
pm,city=Beijing humidity=56.0,pressure=1023.0,temperature=7.0,wind_direction="NW",wind_speed=24.15,precipitation=0.0,cumulative_precipitation=0.0,pm=50.0 358008
pm,city=Beijing humidity=49.0,pressure=1023.0,temperature=10.0,wind_direction="NW",wind_speed=27.28,precipitation=0.0,cumulative_precipitation=0.0,pm=41.0 358009
pm,city=Beijing humidity=35.0,pressure=1023.0,temperature=13.0,wind_direction="NW",wind_speed=30.41,precipitation=0.0,cumulative_precipitation=0.0,pm=39.0 358010
pm,city=Beijing humidity=28.0,pressure=1023.0,temperature=15.0,wind_direction="NE",wind_speed=1.79,precipitation=0.0,cumulative_precipitation=0.0,pm=30.0 358011
pm,city=Beijing humidity=27.0,pressure=1022.0,temperature=17.0,wind_direction="cv",wind_speed=1.79,precipitation=0.0,cumulative_precipitation=0.0,pm=34.0 358012
pm,city=Beijing humidity=22.0,pressure=1021.0,temperature=19.0,wind_direction="cv",wind_speed=3.58,precipitation=0.0,cumulative_precipitation=0.0,pm=43.0 358013
pm,city=Beijing humidity=22.0,pressure=1020.0,temperature=19.0,wind_direction="SE",wind_speed=3.13,precipitation=0.0,cumulative_precipitation=0.0,pm=52.0 358014
pm,city=Beijing humidity=24.0,pressure=1020.0,temperature=19.0,wind_direction="SE",wind_speed=7.15,precipitation=0.0,cumulative_precipitation=0.0,pm=44.0 358015
pm,city=Beijing humidity=24.0,pressure=1020.0,temperature=19.0,wind_direction="SE",wind_speed=11.17,precipitation=0.0,cumulative_precipitation=0.0,pm=39.0 358016
pm,city=Beijing humidity=27.0,pressure=1020.0,temperature=17.0,wind_direction="SE",wind_speed=14.3,precipitation=0.0,cumulative_precipitation=0.0,pm=43.0 358017
pm,city=Beijing humidity=33.0,pressure=1020.0,temperature=15.0,wind_direction="SE",wind_speed=17.43,precipitation=0.0,cumulative_precipitation=0.0,pm=53.0 358018
pm,city=Beijing humidity=46.0,pressure=1021.0,temperature=11.0,wind_direction="SE",wind_speed=19.22,precipitation=0.0,cumulative_precipitation=0.0,pm=63.0 358019
pm,city=Beijing humidity=65.0,pressure=1021.0,temperature=8.0,wind_direction="cv",wind_speed=0.89,precipitation=0.0,cumulative_precipitation=0.0,pm=91.0 358020
pm,city=Beijing humidity=70.0,pressure=1022.0,temperature=7.0,wind_direction="NE",wind_speed=0.89,precipitation=0.0,cumulative_precipitation=0.0,pm=119.0 358021
